"Record.ID","s","word","accuracy"
"BUBA089","spa","broom",0
"BUBA089","spa","octopus",0
"BUBA089","spa","mushroom",0
"BUBA089","spa","hanger",0
"BUBA089","spa","wheelchair",0
"BUBA089","spa","camel",1
"BUBA089","spa","mask",0
"BUBA089","spa","pretzel",1
"BUBA089","spa","bench",0
"BUBA089","spa","racquet",0
"BUBA089","spa","snail",0
"BUBA089","spa","volcano",0
"BUBA089","spa","seahorse",0
"BUBA089","spa","dart",1
"BUBA089","spa","canoe",1
"BUBA089","spa","globe",1
"BUBA089","spa","wreath",0
"BUBA089","spa","beaver",0
"BUBA089","spa","harmonica",0
"BUBA089","spa","rhinoceros",0
"BUBA089","spa","acorn",0
"BUBA089","spa","igloo",0
"BUBA089","spa","stilts",0
"BUBA089","spa","dominos",0
"BUBA089","spa","cactus",0
"BUBA089","spa","escalator",0
"BUBA089","spa","harp",0
"BUBA089","spa","hammock",0
"BUBA089","spa","knocker",0
"BUBA089","spa","pelican",0
"BUBA089","spa","stethoscope",0
"BUBA089","spa","pyramid",0
"BUBA089","spa","muzzle",0
"BUBA089","spa","unicorn",0
"BUBA089","spa","funnel",0
"BUBA089","spa","accordion",0
"BUBA089","spa","noose",0
"BUBA089","spa","asparagus",0
"BUBA089","spa","compass.1",0
"BUBA089","spa","latch.1",0
"BUBA089","spa","tripod",0
"BUBA089","spa","scoll",0
"BUBA089","spa","tongs",0
"BUBA089","spa","sphinx",0
"BUBA089","spa","yoke",0
"BUBA089","spa","trellis",0
"BUBA089","spa","palette",1
"BUBA089","spa","protractor",0
"BUBA089","spa","abacus",0
"BUBA090","spa","bed",1
"BUBA090","spa","tree",1
"BUBA090","spa","pencil",1
"BUBA090","spa","house",1
"BUBA090","spa","whistle",0
"BUBA090","spa","scissors",0
"BUBA090","spa","comb",1
"BUBA090","spa","flower",1
"BUBA090","spa","saw",0
"BUBA090","spa","toothbrush",0
"BUBA090","spa","helicopter",0
"BUBA090","spa","broom",0
"BUBA090","spa","octopus",0
"BUBA090","spa","mushroom",0
"BUBA090","spa","hanger",0
"BUBA090","spa","wheelchair",0
"BUBA090","spa","camel",0
"BUBA090","spa","mask",0
"BUBA090","spa","pretzel",0
"BUBA090","spa","bench",0
"BUBA090","spa","racquet",0
"BUBA090","spa","snail",0
"BUBA090","spa","volcano",0
"BUBA090","spa","seahorse",0
"BUBA090","spa","dart",1
"BUBA090","spa","canoe",1
"BUBA090","spa","globe",0
"BUBA090","spa","wreath",0
