"Record.ID","s","word","accuracy"
"BUBA090","spa","beaver",0
"BUBA090","spa","harmonica",0
"BUBA090","spa","rhinoceros",0
"BUBA090","spa","acorn",0
"BUBA090","spa","igloo",0
"BUBA090","spa","stilts",0
"BUBA090","spa","dominos",0
"BUBA090","spa","cactus",0
"BUBA090","spa","escalator",0
"BUBA090","spa","harp",0
"BUBA090","spa","hammock",0
"BUBA090","spa","knocker",0
"BUBA090","spa","pelican",0
"BUBA090","spa","stethoscope",0
"BUBA090","spa","pyramid",0
"BUBA090","spa","muzzle",0
"BUBA090","spa","unicorn",0
"BUBA090","spa","funnel",0
"BUBA090","spa","accordion",0
"BUBA090","spa","noose",0
"BUBA090","spa","asparagus",0
"BUBA090","spa","compass.1",0
"BUBA090","spa","latch.1",0
"BUBA090","spa","tripod",0
"BUBA090","spa","scoll",0
"BUBA090","spa","tongs",0
"BUBA090","spa","sphinx",0
"BUBA090","spa","yoke",0
"BUBA090","spa","trellis",0
"BUBA090","spa","palette",0
"BUBA090","spa","protractor",0
"BUBA090","spa","abacus",0
"BUBA091","spa","bed",0
"BUBA091","spa","tree",0
"BUBA091","spa","pencil",0
"BUBA091","spa","house",0
"BUBA091","spa","whistle",0
"BUBA091","spa","scissors",0
"BUBA091","spa","comb",0
"BUBA091","spa","flower",0
"BUBA091","spa","saw",0
"BUBA091","spa","toothbrush",0
"BUBA091","spa","helicopter",0
"BUBA091","spa","broom",0
"BUBA091","spa","octopus",0
"BUBA091","spa","mushroom",0
"BUBA091","spa","hanger",0
"BUBA091","spa","wheelchair",0
"BUBA091","spa","camel",0
"BUBA091","spa","mask",0
"BUBA091","spa","pretzel",0
"BUBA091","spa","bench",0
"BUBA091","spa","racquet",0
"BUBA091","spa","snail",0
"BUBA091","spa","volcano",0
"BUBA091","spa","seahorse",0
"BUBA091","spa","dart",0
"BUBA091","spa","canoe",0
"BUBA091","spa","globe",0
"BUBA091","spa","wreath",0
"BUBA091","spa","beaver",0
"BUBA091","spa","harmonica",0
"BUBA091","spa","rhinoceros",0
"BUBA091","spa","acorn",0
"BUBA091","spa","igloo",0
"BUBA091","spa","stilts",0
"BUBA091","spa","dominos",0
"BUBA091","spa","cactus",0
"BUBA091","spa","escalator",0
"BUBA091","spa","harp",0
"BUBA091","spa","hammock",0
"BUBA091","spa","knocker",0
"BUBA091","spa","pelican",0
"BUBA091","spa","stethoscope",0
"BUBA091","spa","pyramid",0
"BUBA091","spa","muzzle",0
"BUBA091","spa","unicorn",0
"BUBA091","spa","funnel",0
"BUBA091","spa","accordion",0
"BUBA091","spa","noose",0
"BUBA091","spa","asparagus",0
"BUBA091","spa","compass.1",0
"BUBA091","spa","latch.1",0
"BUBA091","spa","tripod",0
"BUBA091","spa","scoll",0
"BUBA091","spa","tongs",0
"BUBA091","spa","sphinx",0
"BUBA091","spa","yoke",0
"BUBA091","spa","trellis",0
"BUBA091","spa","palette",0
"BUBA091","spa","protractor",0
"BUBA091","spa","abacus",0
"BUBA092","spa","bed",1
"BUBA092","spa","tree",1
"BUBA092","spa","pencil",1
"BUBA092","spa","house",1
"BUBA092","spa","whistle",1
"BUBA092","spa","scissors",1
"BUBA092","spa","comb",1
"BUBA092","spa","flower",1
"BUBA092","spa","saw",1
"BUBA092","spa","toothbrush",1
"BUBA092","spa","helicopter",1
"BUBA092","spa","broom",1
"BUBA092","spa","octopus",1
"BUBA092","spa","mushroom",0
"BUBA092","spa","hanger",0
"BUBA092","spa","wheelchair",1
"BUBA092","spa","camel",1
"BUBA092","spa","mask",1
"BUBA092","spa","pretzel",0
"BUBA092","spa","bench",1
"BUBA092","spa","racquet",1
"BUBA092","spa","snail",1
"BUBA092","spa","volcano",1
"BUBA092","spa","seahorse",1
"BUBA092","spa","dart",1
"BUBA092","spa","canoe",1
"BUBA092","spa","globe",0
"BUBA092","spa","wreath",0
"BUBA092","spa","beaver",0
"BUBA092","spa","harmonica",0
"BUBA092","spa","rhinoceros",1
"BUBA092","spa","acorn",0
"BUBA092","spa","igloo",0
"BUBA092","spa","stilts",1
"BUBA092","spa","dominos",1
"BUBA092","spa","cactus",1
"BUBA092","spa","escalator",1
"BUBA092","spa","harp",1
"BUBA092","spa","hammock",1
"BUBA092","spa","knocker",0
"BUBA092","spa","pelican",1
"BUBA092","spa","stethoscope",0
"BUBA092","spa","pyramid",1
"BUBA092","spa","muzzle",1
"BUBA092","spa","unicorn",0
"BUBA092","spa","funnel",0
"BUBA092","spa","accordion",1
"BUBA092","spa","noose",1
"BUBA092","spa","asparagus",1
"BUBA092","spa","compass.1",0
"BUBA092","spa","latch.1",1
"BUBA092","spa","tripod",0
"BUBA092","spa","scoll",0
"BUBA092","spa","tongs",0
"BUBA092","spa","sphinx",0
"BUBA092","spa","yoke",0
"BUBA092","spa","trellis",0
"BUBA092","spa","palette",1
"BUBA092","spa","protractor",0
"BUBA092","spa","abacus",0
"BUBA094","spa","bed",0
"BUBA094","spa","tree",1
"BUBA094","spa","pencil",1
"BUBA094","spa","house",1
"BUBA094","spa","whistle",0
"BUBA094","spa","scissors",1
"BUBA094","spa","comb",1
"BUBA094","spa","flower",1
"BUBA094","spa","saw",1
"BUBA094","spa","toothbrush",0
"BUBA094","spa","helicopter",0
"BUBA094","spa","broom",1
"BUBA094","spa","octopus",0
"BUBA094","spa","mushroom",1
"BUBA094","spa","hanger",1
"BUBA094","spa","wheelchair",1
"BUBA094","spa","camel",1
"BUBA094","spa","mask",1
"BUBA094","spa","pretzel",0
"BUBA094","spa","bench",1
"BUBA094","spa","racquet",1
"BUBA094","spa","snail",0
"BUBA094","spa","volcano",1
"BUBA094","spa","seahorse",0
"BUBA094","spa","dart",0
"BUBA094","spa","canoe",0
"BUBA094","spa","globe",0
"BUBA094","spa","wreath",0
"BUBA094","spa","beaver",0
"BUBA094","spa","harmonica",1
"BUBA094","spa","rhinoceros",0
"BUBA094","spa","acorn",0
"BUBA094","spa","igloo",1
"BUBA094","spa","stilts",0
"BUBA094","spa","dominos",0
"BUBA094","spa","cactus",1
"BUBA094","spa","escalator",0
"BUBA094","spa","harp",1
"BUBA094","spa","hammock",0
"BUBA094","spa","knocker",0
"BUBA094","spa","pelican",0
"BUBA094","spa","stethoscope",0
"BUBA094","spa","pyramid",0
"BUBA094","spa","muzzle",0
"BUBA094","spa","unicorn",0
"BUBA094","spa","funnel",0
"BUBA094","spa","accordion",0
"BUBA094","spa","noose",0
"BUBA094","spa","asparagus",0
"BUBA094","spa","compass.1",0
"BUBA094","spa","latch.1",0
"BUBA094","spa","tripod",0
"BUBA094","spa","scoll",0
"BUBA094","spa","tongs",0
"BUBA094","spa","sphinx",0
"BUBA094","spa","yoke",0
"BUBA094","spa","trellis",0
"BUBA094","spa","palette",0
"BUBA094","spa","protractor",0
"BUBA094","spa","abacus",0
"BUBA096","spa","bed",1
"BUBA096","spa","tree",0
"BUBA096","spa","pencil",1
"BUBA096","spa","house",0
"BUBA096","spa","whistle",0
"BUBA096","spa","scissors",0
"BUBA096","spa","comb",1
"BUBA096","spa","flower",0
"BUBA096","spa","saw",1
"BUBA096","spa","toothbrush",0
"BUBA096","spa","helicopter",0
"BUBA096","spa","broom",1
"BUBA096","spa","octopus",1
"BUBA096","spa","mushroom",1
"BUBA096","spa","hanger",0
"BUBA096","spa","wheelchair",0
"BUBA096","spa","camel",0
"BUBA096","spa","mask",1
"BUBA096","spa","pretzel",0
"BUBA096","spa","bench",0
"BUBA096","spa","racquet",0
"BUBA096","spa","snail",0
"BUBA096","spa","volcano",1
"BUBA096","spa","seahorse",0
"BUBA096","spa","dart",1
"BUBA096","spa","canoe",0
"BUBA096","spa","globe",1
"BUBA096","spa","wreath",0
"BUBA096","spa","beaver",0
"BUBA096","spa","harmonica",0
"BUBA096","spa","rhinoceros",0
"BUBA096","spa","acorn",0
"BUBA096","spa","igloo",0
"BUBA096","spa","stilts",0
"BUBA096","spa","dominos",0
"BUBA096","spa","cactus",0
"BUBA096","spa","escalator",0
"BUBA096","spa","harp",0
"BUBA096","spa","hammock",0
"BUBA096","spa","knocker",0
"BUBA096","spa","pelican",0
"BUBA096","spa","stethoscope",0
"BUBA096","spa","pyramid",0
"BUBA096","spa","muzzle",0
"BUBA096","spa","unicorn",0
"BUBA096","spa","funnel",0
"BUBA096","spa","accordion",0
"BUBA096","spa","noose",0
"BUBA096","spa","asparagus",1
"BUBA096","spa","compass.1",0
"BUBA096","spa","latch.1",0
"BUBA096","spa","tripod",0
"BUBA096","spa","scoll",0
"BUBA096","spa","tongs",0
"BUBA096","spa","sphinx",0
"BUBA096","spa","yoke",0
"BUBA096","spa","trellis",0
"BUBA096","spa","palette",0
"BUBA096","spa","protractor",0
"BUBA096","spa","abacus",0
"BUBA097","spa","bed",1
"BUBA097","spa","tree",1
"BUBA097","spa","pencil",1
"BUBA097","spa","house",1
"BUBA097","spa","whistle",1
"BUBA097","spa","scissors",0
"BUBA097","spa","comb",0
"BUBA097","spa","flower",1
"BUBA097","spa","saw",0
"BUBA097","spa","toothbrush",0
"BUBA097","spa","helicopter",0
"BUBA097","spa","broom",0
"BUBA097","spa","octopus",1
"BUBA097","spa","mushroom",0
"BUBA097","spa","hanger",0
"BUBA097","spa","wheelchair",0
"BUBA097","spa","camel",0
"BUBA097","spa","mask",1
"BUBA097","spa","pretzel",1
"BUBA097","spa","bench",0
"BUBA097","spa","racquet",1
"BUBA097","spa","snail",0
"BUBA097","spa","volcano",0
"BUBA097","spa","seahorse",0
"BUBA097","spa","dart",0
"BUBA097","spa","canoe",0
"BUBA097","spa","globe",0
"BUBA097","spa","wreath",0
"BUBA097","spa","beaver",0
"BUBA097","spa","harmonica",0
"BUBA097","spa","rhinoceros",0
"BUBA097","spa","acorn",0
"BUBA097","spa","igloo",1
"BUBA097","spa","stilts",0
"BUBA097","spa","dominos",1
"BUBA097","spa","cactus",1
"BUBA097","spa","escalator",0
"BUBA097","spa","harp",0
"BUBA097","spa","hammock",0
"BUBA097","spa","knocker",0
"BUBA097","spa","pelican",0
"BUBA097","spa","stethoscope",0
"BUBA097","spa","pyramid",0
"BUBA097","spa","muzzle",0
"BUBA097","spa","unicorn",0
"BUBA097","spa","funnel",0
"BUBA097","spa","accordion",0
"BUBA097","spa","noose",0
"BUBA097","spa","asparagus",0
"BUBA097","spa","compass.1",0
"BUBA097","spa","latch.1",0
"BUBA097","spa","tripod",0
"BUBA097","spa","scoll",0
"BUBA097","spa","tongs",0
"BUBA097","spa","sphinx",0
"BUBA097","spa","yoke",0
"BUBA097","spa","trellis",0
"BUBA097","spa","palette",0
"BUBA097","spa","protractor",0
"BUBA097","spa","abacus",0
"BUBA098","spa","bed",1
"BUBA098","spa","tree",1
"BUBA098","spa","pencil",1
"BUBA098","spa","house",1
"BUBA098","spa","whistle",1
"BUBA098","spa","scissors",1
"BUBA098","spa","comb",0
"BUBA098","spa","flower",0
"BUBA098","spa","saw",0
"BUBA098","spa","toothbrush",1
"BUBA098","spa","helicopter",0
"BUBA098","spa","broom",1
"BUBA098","spa","octopus",1
"BUBA098","spa","mushroom",0
"BUBA098","spa","hanger",1
"BUBA098","spa","wheelchair",1
"BUBA098","spa","camel",1
"BUBA098","spa","mask",1
"BUBA098","spa","pretzel",1
"BUBA098","spa","bench",1
"BUBA098","spa","racquet",0
"BUBA098","spa","snail",0
"BUBA098","spa","volcano",0
"BUBA098","spa","seahorse",0
"BUBA098","spa","dart",0
"BUBA098","spa","canoe",0
"BUBA098","spa","globe",0
"BUBA098","spa","wreath",0
"BUBA098","spa","beaver",0
"BUBA098","spa","harmonica",1
"BUBA098","spa","rhinoceros",0
"BUBA098","spa","acorn",0
"BUBA098","spa","igloo",1
"BUBA098","spa","stilts",0
"BUBA098","spa","dominos",1
"BUBA098","spa","cactus",0
"BUBA098","spa","escalator",1
"BUBA098","spa","harp",0
"BUBA098","spa","hammock",1
"BUBA098","spa","knocker",0
"BUBA098","spa","pelican",0
"BUBA098","spa","stethoscope",0
"BUBA098","spa","pyramid",0
"BUBA098","spa","muzzle",0
"BUBA098","spa","unicorn",1
"BUBA098","spa","funnel",0
"BUBA098","spa","accordion",1
"BUBA098","spa","noose",1
"BUBA098","spa","asparagus",0
"BUBA098","spa","compass.1",0
"BUBA098","spa","latch.1",0
"BUBA098","spa","tripod",0
"BUBA098","spa","scoll",0
"BUBA098","spa","tongs",0
"BUBA098","spa","sphinx",0
"BUBA098","spa","yoke",0
"BUBA098","spa","trellis",0
"BUBA098","spa","palette",0
"BUBA098","spa","protractor",0
"BUBA098","spa","abacus",0
"BUBA102","spa","bed",1
"BUBA102","spa","tree",1
"BUBA102","spa","pencil",1
"BUBA102","spa","house",1
"BUBA102","spa","whistle",0
"BUBA102","spa","scissors",1
"BUBA102","spa","comb",1
"BUBA102","spa","flower",1
"BUBA102","spa","saw",0
"BUBA102","spa","toothbrush",1
"BUBA102","spa","helicopter",1
"BUBA102","spa","broom",1
"BUBA102","spa","octopus",1
"BUBA102","spa","mushroom",0
"BUBA102","spa","hanger",1
"BUBA102","spa","wheelchair",1
"BUBA102","spa","camel",1
"BUBA102","spa","mask",1
"BUBA102","spa","pretzel",0
"BUBA102","spa","bench",0
"BUBA102","spa","racquet",1
"BUBA102","spa","snail",0
"BUBA102","spa","volcano",1
"BUBA102","spa","seahorse",1
"BUBA102","spa","dart",0
"BUBA102","spa","canoe",1
"BUBA102","spa","globe",0
"BUBA102","spa","wreath",1
"BUBA102","spa","beaver",0
"BUBA102","spa","harmonica",1
"BUBA102","spa","rhinoceros",1
"BUBA102","spa","acorn",0
"BUBA102","spa","igloo",1
"BUBA102","spa","stilts",0
"BUBA102","spa","dominos",0
"BUBA102","spa","cactus",1
"BUBA102","spa","escalator",0
"BUBA102","spa","harp",1
"BUBA102","spa","hammock",1
"BUBA102","spa","knocker",0
"BUBA102","spa","pelican",1
"BUBA102","spa","stethoscope",1
"BUBA102","spa","pyramid",1
"BUBA102","spa","muzzle",0
"BUBA102","spa","unicorn",1
"BUBA102","spa","funnel",1
"BUBA102","spa","accordion",0
"BUBA102","spa","noose",1
"BUBA102","spa","asparagus",0
"BUBA102","spa","compass.1",0
"BUBA102","spa","latch.1",0
"BUBA102","spa","tripod",1
"BUBA102","spa","scoll",0
"BUBA102","spa","tongs",0
"BUBA102","spa","sphinx",0
"BUBA102","spa","yoke",0
"BUBA102","spa","trellis",0
"BUBA102","spa","palette",0
"BUBA102","spa","protractor",0
"BUBA102","spa","abacus",1
"BUBA108","spa","bed",1
"BUBA108","spa","tree",1
"BUBA108","spa","pencil",1
"BUBA108","spa","house",0
"BUBA108","spa","whistle",0
"BUBA108","spa","scissors",1
"BUBA108","spa","comb",0
"BUBA108","spa","flower",0
"BUBA108","spa","saw",0
"BUBA108","spa","toothbrush",0
"BUBA108","spa","helicopter",0
"BUBA108","spa","broom",0
"BUBA108","spa","octopus",0
"BUBA108","spa","mushroom",0
"BUBA108","spa","hanger",0
"BUBA108","spa","wheelchair",0
"BUBA108","spa","camel",0
"BUBA108","spa","mask",0
"BUBA108","spa","pretzel",0
"BUBA108","spa","bench",0
"BUBA108","spa","racquet",0
"BUBA108","spa","snail",0
"BUBA108","spa","volcano",0
"BUBA108","spa","seahorse",0
"BUBA108","spa","dart",0
"BUBA108","spa","canoe",0
"BUBA108","spa","globe",0
"BUBA108","spa","wreath",0
"BUBA108","spa","beaver",0
"BUBA108","spa","harmonica",0
"BUBA108","spa","rhinoceros",0
"BUBA108","spa","acorn",0
"BUBA108","spa","igloo",0
"BUBA108","spa","stilts",0
"BUBA108","spa","dominos",0
"BUBA108","spa","cactus",0
"BUBA108","spa","escalator",0
"BUBA108","spa","harp",0
"BUBA108","spa","hammock",0
"BUBA108","spa","knocker",0
"BUBA108","spa","pelican",0
"BUBA108","spa","stethoscope",0
"BUBA108","spa","pyramid",0
"BUBA108","spa","muzzle",0
"BUBA108","spa","unicorn",0
"BUBA108","spa","funnel",0
"BUBA108","spa","accordion",0
"BUBA108","spa","noose",0
"BUBA108","spa","asparagus",0
"BUBA108","spa","compass.1",0
"BUBA108","spa","latch.1",0
"BUBA108","spa","tripod",0
"BUBA108","spa","scoll",0
"BUBA108","spa","tongs",0
"BUBA108","spa","sphinx",0
"BUBA108","spa","yoke",0
"BUBA108","spa","trellis",0
"BUBA108","spa","palette",0
"BUBA108","spa","protractor",0
"BUBA108","spa","abacus",0
"BUBA109","spa","bed",0
"BUBA109","spa","tree",0
"BUBA109","spa","pencil",0
"BUBA109","spa","house",0
"BUBA109","spa","whistle",0
"BUBA109","spa","scissors",0
"BUBA109","spa","comb",0
"BUBA109","spa","flower",0
"BUBA109","spa","saw",0
"BUBA109","spa","toothbrush",0
"BUBA109","spa","helicopter",0
"BUBA109","spa","broom",0
"BUBA109","spa","octopus",0
"BUBA109","spa","mushroom",0
"BUBA109","spa","hanger",0
"BUBA109","spa","wheelchair",0
"BUBA109","spa","camel",0
"BUBA109","spa","mask",1
"BUBA109","spa","pretzel",0
"BUBA109","spa","bench",0
"BUBA109","spa","racquet",0
"BUBA109","spa","snail",0
"BUBA109","spa","volcano",0
"BUBA109","spa","seahorse",0
"BUBA109","spa","dart",0
"BUBA109","spa","canoe",0
"BUBA109","spa","globe",0
"BUBA109","spa","wreath",0
"BUBA109","spa","beaver",0
"BUBA109","spa","harmonica",0
"BUBA109","spa","rhinoceros",0
"BUBA109","spa","acorn",0
"BUBA109","spa","igloo",0
"BUBA109","spa","stilts",0
"BUBA109","spa","dominos",0
"BUBA109","spa","cactus",0
"BUBA109","spa","escalator",0
"BUBA109","spa","harp",0
"BUBA109","spa","hammock",0
"BUBA109","spa","knocker",0
"BUBA109","spa","pelican",0
"BUBA109","spa","stethoscope",0
"BUBA109","spa","pyramid",0
"BUBA109","spa","muzzle",0
"BUBA109","spa","unicorn",0
"BUBA109","spa","funnel",0
"BUBA109","spa","accordion",0
"BUBA109","spa","noose",0
"BUBA109","spa","asparagus",0
"BUBA109","spa","compass.1",0
"BUBA109","spa","latch.1",0
"BUBA109","spa","tripod",0
"BUBA109","spa","scoll",0
"BUBA109","spa","tongs",0
"BUBA109","spa","sphinx",0
"BUBA109","spa","yoke",0
"BUBA109","spa","trellis",0
"BUBA109","spa","palette",0
"BUBA109","spa","protractor",0
"BUBA109","spa","abacus",0
"BUBA112","spa","bed",1
"BUBA112","spa","tree",1
"BUBA112","spa","pencil",1
"BUBA112","spa","house",1
"BUBA112","spa","whistle",1
"BUBA112","spa","scissors",1
"BUBA112","spa","comb",1
"BUBA112","spa","flower",1
"BUBA112","spa","saw",1
"BUBA112","spa","toothbrush",1
"BUBA112","spa","helicopter",1
"BUBA112","spa","broom",1
"BUBA112","spa","octopus",1
"BUBA112","spa","mushroom",1
"BUBA112","spa","hanger",1
"BUBA112","spa","wheelchair",1
"BUBA112","spa","camel",1
"BUBA112","spa","mask",1
"BUBA112","spa","pretzel",0
"BUBA112","spa","bench",1
"BUBA112","spa","racquet",1
"BUBA112","spa","snail",1
"BUBA112","spa","volcano",1
"BUBA112","spa","seahorse",1
"BUBA112","spa","dart",1
"BUBA112","spa","canoe",1
"BUBA112","spa","globe",1
"BUBA112","spa","wreath",1
"BUBA112","spa","beaver",0
"BUBA112","spa","harmonica",1
"BUBA112","spa","rhinoceros",1
"BUBA112","spa","acorn",0
"BUBA112","spa","igloo",1
"BUBA112","spa","stilts",1
"BUBA112","spa","dominos",0
"BUBA112","spa","cactus",1
"BUBA112","spa","escalator",0
"BUBA112","spa","harp",1
"BUBA112","spa","hammock",1
"BUBA112","spa","knocker",0
"BUBA112","spa","pelican",1
"BUBA112","spa","stethoscope",1
"BUBA112","spa","pyramid",1
"BUBA112","spa","muzzle",1
"BUBA112","spa","unicorn",1
"BUBA112","spa","funnel",1
"BUBA112","spa","accordion",1
"BUBA112","spa","noose",0
"BUBA112","spa","asparagus",0
"BUBA112","spa","compass.1",0
"BUBA112","spa","latch.1",0
"BUBA112","spa","tripod",1
"BUBA112","spa","scoll",1
"BUBA112","spa","tongs",0
"BUBA112","spa","sphinx",0
"BUBA112","spa","yoke",0
"BUBA112","spa","trellis",0
"BUBA112","spa","palette",1
"BUBA112","spa","protractor",0
"BUBA112","spa","abacus",1
"BUBA113","spa","bed",1
"BUBA113","spa","tree",1
"BUBA113","spa","pencil",1
"BUBA113","spa","house",1
"BUBA113","spa","whistle",1
"BUBA113","spa","scissors",1
"BUBA113","spa","comb",1
"BUBA113","spa","flower",1
"BUBA113","spa","saw",1
"BUBA113","spa","toothbrush",0
"BUBA113","spa","helicopter",1
"BUBA113","spa","broom",1
"BUBA113","spa","octopus",0
"BUBA113","spa","mushroom",1
"BUBA113","spa","hanger",1
"BUBA113","spa","wheelchair",1
"BUBA113","spa","camel",1
"BUBA113","spa","mask",1
"BUBA113","spa","pretzel",0
"BUBA113","spa","bench",1
"BUBA113","spa","racquet",1
"BUBA113","spa","snail",1
"BUBA113","spa","volcano",1
"BUBA113","spa","seahorse",1
"BUBA113","spa","dart",1
"BUBA113","spa","canoe",0
"BUBA113","spa","globe",1
"BUBA113","spa","wreath",0
"BUBA113","spa","beaver",0
"BUBA113","spa","harmonica",1
"BUBA113","spa","rhinoceros",0
"BUBA113","spa","acorn",0
"BUBA113","spa","igloo",1
"BUBA113","spa","stilts",1
"BUBA113","spa","dominos",1
"BUBA113","spa","cactus",1
"BUBA113","spa","escalator",0
"BUBA113","spa","harp",1
"BUBA113","spa","hammock",1
"BUBA113","spa","knocker",0
"BUBA113","spa","pelican",1
"BUBA113","spa","stethoscope",0
"BUBA113","spa","pyramid",1
"BUBA113","spa","muzzle",0
"BUBA113","spa","unicorn",1
"BUBA113","spa","funnel",1
"BUBA113","spa","accordion",1
"BUBA113","spa","noose",0
"BUBA113","spa","asparagus",1
"BUBA113","spa","compass.1",0
"BUBA113","spa","latch.1",0
"BUBA113","spa","tripod",1
"BUBA113","spa","scoll",0
"BUBA113","spa","tongs",0
"BUBA113","spa","sphinx",0
"BUBA113","spa","yoke",0
"BUBA113","spa","trellis",0
"BUBA113","spa","palette",0
"BUBA113","spa","protractor",0
"BUBA113","spa","abacus",0
